240, 842, 56, 2
241, 1305, 89, 4
242, 1267, 87, 10
243, 107, 34, 5
244, 529, 71, 2
245, 144, 44, 2
246, 125, 63, 7
247, 1481, 10, 3
248, 1958, 85, 4
249, 493, 56, 6
250, 263, 35, 9
251, 1634, 81, 10
252, 1162, 13, 10
253, 1101, 77, 10
254, 837, 84, 4
255, 762, 81, 1
256, 1228, 89, 10
257, 522, 82, 5
258, 1033, 28, 5
259, 1013, 31, 3
260, 1880, 34, 3
261, 1883, 11, 9
262, 840, 40, 8
263, 1762, 27, 8
264, 196, 75, 3
265, 85, 74, 4
266, 1524, 10, 6
267, 418, 56, 1
268, 181, 24, 10
269, 1205, 90, 6
270, 525, 79, 6
271, 900, 68, 5
272, 285, 60, 9
273, 180, 20, 3
274, 934, 14, 4
275, 1790, 27, 10
276, 816, 0, 8
277, 230, 4, 1
278, 74, 29, 10
279, 1394, 15, 8
280, 1018, 56, 6
281, 1168, 80, 6
282, 1337, 91, 4
283, 1408, 46, 4
284, 1730, 78, 4
285, 325, 44, 9
286, 126, 31, 6
287, 771, 61, 1
288, 1632, 66, 10
289, 1220, 92, 8
290, 1947, 28, 7
291, 22, 43, 8
292, 1230, 18, 5
293, 1845, 55, 4
294, 780, 47, 3
295, 219, 38, 4
296, 1613, 91, 4
297, 1251, 54, 7
298, 54, 27, 7
299, 435, 52, 9
300, 388, 58, 2
301, 1576, 26, 5
302, 1519, 33, 3
303, 1229, 75, 3
304, 1901, 15, 9
305, 1061, 80, 8
306, 854, 81, 4
307, 674, 88, 6
308, 1752, 26, 2
309, 442, 57, 1
310, 1422, 18, 1
311, 972, 31, 9
312, 1290, 71, 5
313, 986, 82, 4
314, 1723, 58, 10
315, 1133, 92, 8
316, 26, 71, 3
317, 1136, 66, 6
318, 1038, 94, 8
319, 1477, 61, 2
320, 1009, 55, 5
321, 1156, 59, 1
322, 1177, 81, 5
323, 1222, 37, 3
324, 1422, 71, 8
325, 1917, 3, 6
326, 1991, 64, 10
327, 540, 10, 2
328, 748, 33, 6
329, 217, 19, 5
330, 1262, 55, 6
331, 953, 50, 6
332, 1541, 90, 7
333, 1116, 63, 1
334, 616, 72, 6
335, 489, 28, 9
336, 477, 44, 3
337, 1795, 73, 2
338, 1259, 21, 7
339, 1421, 59, 7
340, 1243, 24, 5
341, 1320, 97, 6
342, 736, 89, 5
343, 1741, 53, 4
344, 594, 50, 8
345, 1462, 58, 5
346, 713, 89, 1
347, 1425, 98, 3
348, 1382, 33, 1
349, 1824, 35, 1
350, 1250, 42, 9
351, 1088, 78, 9
352, 138, 1, 3
353, 433, 0, 4
354, 1868, 34, 1
355, 1933, 3, 6
356, 1254, 0, 8
357, 1442, 32, 2
358, 1466, 5, 5
359, 585, 90, 5
360, 988, 77, 6
361, 1729, 76, 9
362, 1312, 1, 6
363, 638, 27, 6
364, 133, 15, 2
365, 1773, 81, 8
366, 99, 5, 10
367, 197, 55, 6
368, 1638, 66, 10
369, 1143, 8, 2
370, 1920, 24, 5
371, 608, 48, 6
372, 986, 65, 9
373, 1604, 87, 7
374, 446, 59, 1
375, 606, 14, 3
376, 156, 45, 2
377, 1866, 40, 10
378, 541, 61, 10
379, 1488, 34, 10
380, 1912, 76, 9
381, 1655, 11, 10
382, 530, 43, 9
383, 1370, 26, 9
384, 866, 41, 7
385, 973, 14, 2
386, 1138, 83, 9
387, 1282, 6, 6
388, 1879, 45, 8
389, 1854, 11, 2
390, 1401, 50, 1
391, 1935, 35, 2
392, 144, 29, 7
393, 1160, 46, 10
394, 1999, 98, 3
395, 872, 71, 4
396, 1815, 88, 1
397, 1687, 36, 2
398, 146, 17, 10
399, 14, 54, 4
400, 985, 84, 7
401, 592, 77, 1
402, 1397, 62, 8
403, 1220, 94, 5
404, 1003, 80, 3
405, 834, 63, 8
406, 898, 0, 7
407, 200, 28, 3
408, 1474, 32, 9
409, 646, 47, 7
410, 875, 87, 3
411, 1391, 72, 4
412, 425, 48, 4
413, 1567, 86, 5
414, 1025, 7, 5
415, 1918, 87, 10
416, 1141, 59, 2
417, 812, 75, 2
418, 333, 33, 3
419, 950, 13, 9
420, 764, 83, 4
421, 203, 12, 5
422, 1239, 36, 9
423, 1238, 85, 9
424, 746, 57, 6
425, 536, 77, 1
426, 57, 65, 3
427, 1372, 29, 10
428, 974, 73, 4
429, 342, 16, 6
430, 223, 37, 4
431, 1076, 62, 9
432, 124, 79, 2
433, 783, 55, 6
434, 1518, 70, 8
435, 1605, 34, 4
436, 1908, 75, 8
437, 526, 21, 8
438, 372, 89, 2
439, 1499, 71, 2
440, 1039, 28, 6
441, 1706, 19, 1
442, 1245, 3, 5
443, 192, 15, 8
444, 1113, 58, 9
445, 238, 36, 8
446, 722, 9, 4
447, 1098, 43, 3
448, 1037, 24, 7
449, 355, 7, 9
450, 787, 9, 3
451, 591, 38, 5
452, 508, 67, 6
453, 1987, 65, 10
454, 1846, 94, 8
455, 1538, 51, 7
456, 1279, 89, 5
457, 496, 11, 9
458, 1932, 67, 8
459, 507, 31, 8
460, 1054, 54, 8
461, 1186, 69, 9
462, 1114, 89, 5
463, 113, 56, 10
464, 1543, 86, 7
465, 1351, 27, 4
466, 308, 63, 3
467, 593, 94, 2
468, 723, 33, 9
469, 1420, 22, 2
470, 978, 71, 4
471, 1876, 8, 1
472, 1240, 17, 8
473, 1683, 14, 10
474, 1562, 79, 3
475, 642, 71, 1
476, 861, 29, 2
477, 1308, 13, 8
478, 276, 84, 1
479, 201, 50, 7
480, 942, 92, 10
481, 870, 59, 1
482, 78, 68, 6
483, 888, 74, 5
484, 1725, 71, 9
485, 304, 17, 9
486, 298, 34, 7
487, 1111, 94, 3
488, 672, 72, 3
489, 197, 83, 1
490, 657, 26, 6
491, 58, 61, 3
492, 309, 71, 1
493, 208, 87, 7
494, 1870, 42, 10
495, 684, 5, 8
496, 1946, 52, 3
497, 1821, 28, 8
498, 1416, 4, 6
499, 375, 2, 6
500, 1036, 77, 4
501, 1616, 94, 2
502, 221, 15, 1
503, 1780, 4, 9
504, 1304, 63, 3
505, 157, 7, 5
506, 1103, 46, 3
507, 1578, 38, 1
508, 1812, 9, 3
509, 853, 53, 7
510, 584, 11, 5
511, 1582, 91, 6
512, 839, 67, 1
513, 248, 22, 7
514, 1391, 78, 2
515, 1749, 43, 6
516, 1118, 20, 1
517, 1924, 9, 1
518, 1280, 80, 10
519, 1531, 90, 1
520, 1271, 19, 1
521, 1587, 87, 4
522, 1488, 86, 4
523, 112, 75, 10
524, 242, 11, 9
525, 518, 14, 5
526, 613, 18, 4
527, 1692, 49, 3
528, 1563, 83, 2
529, 1252, 14, 1
530, 710, 31, 5
531, 1077, 87, 4
532, 1151, 88, 3
533, 398, 22, 9
534, 900, 11, 6
535, 237, 32, 8
536, 1631, 97, 6
537, 92, 15, 6
538, 1857, 24, 6
539, 737, 40, 7
540, 444, 78, 6
541, 122, 76, 6
542, 1029, 81, 4
543, 1087, 66, 2
544, 1745, 40, 1
545, 1341, 89, 4
546, 1298, 13, 4
547, 770, 99, 8
548, 751, 82, 4
549, 117, 78, 7
550, 223, 27, 8
551, 702, 32, 7
552, 1134, 69, 1
553, 1189, 75, 9
554, 390, 17, 8
555, 1961, 27, 5
556, 762, 82, 5
557, 1940, 42, 7
558, 466, 34, 4
559, 1150, 74, 6
560, 838, 98, 10
561, 1462, 1, 6
562, 1983, 95, 2
563, 357, 16, 2
564, 1302, 15, 8
565, 914, 20, 4
566, 1426, 84, 10
567, 434, 82, 7
568, 1370, 29, 8
569, 1010, 75, 8
570, 712, 44, 1
571, 1631, 79, 4
572, 1675, 83, 10
573, 1685, 62, 2
574, 409, 37, 5
575, 1871, 58, 8
576, 1014, 72, 2
577, 571, 48, 3
578, 1142, 84, 1
579, 218, 76, 1
580, 1542, 13, 9
581, 1333, 2, 1
582, 911, 72, 8
583, 1569, 89, 4
584, 1553, 19, 8
585, 1215, 48, 3
586, 1906, 69, 8
587, 1373, 6, 2
588, 119, 21, 7
589, 417, 95, 1
590, 1848, 48, 5
591, 574, 33, 10
592, 36, 41, 3
593, 1559, 45, 8
594, 492, 40, 9
595, 1642, 53, 6
596, 1808, 72, 2
597, 1905, 48, 7
598, 58, 26, 1
599, 1660, 52, 10
600, 968, 57, 1
601, 1274, 41, 3
602, 1270, 42, 10
603, 161, 29, 9
604, 1571, 28, 8
605, 1199, 55, 1
606, 897, 51, 5
607, 1783, 40, 5
608, 265, 84, 8
609, 1959, 33, 6
610, 344, 33, 10
611, 1586, 52, 4
612, 789, 58, 8
613, 1723, 51, 5
614, 424, 13, 9
615, 111, 49, 7
616, 1002, 78, 7
617, 903, 34, 3
618, 1021, 31, 10
619, 1257, 29, 2
620, 1770, 23, 9
621, 906, 87, 5
622, 1114, 38, 10
623, 404, 80, 1
624, 1570, 95, 6
625, 971, 92, 10
626, 320, 60, 10
627, 997, 96, 5
628, 1779, 16, 9
629, 488, 87, 4
630, 969, 43, 5
631, 800, 35, 4
632, 1707, 9, 2
633, 1329, 25, 7
634, 1287, 91, 1
635, 1428, 41, 9
636, 105, 50, 7
637, 1977, 31, 2
638, 748, 90, 9
639, 1650, 40, 3
640, 719, 86, 1
641, 667, 56, 3
642, 1489, 95, 1
643, 336, 31, 2
644, 678, 87, 3
645, 1479, 32, 3
646, 551, 95, 4
647, 862, 20, 8
648, 1260, 65, 9
649, 246, 59, 5
650, 368, 93, 6
651, 201, 91, 1
652, 55, 59, 4
653, 517, 85, 1
654, 1773, 64, 3
655, 1523, 55, 5
656, 1883, 72, 2
657, 33, 85, 1
658, 453, 16, 10
659, 698, 34, 2
660, 991, 21, 5
661, 1122, 95, 5
662, 832, 84, 8
663, 571, 60, 8
664, 877, 80, 2
665, 1891, 59, 7
666, 1544, 10, 9
667, 947, 1, 9
668, 486, 9, 7
669, 545, 39, 8
670, 232, 5, 6
671, 60, 23, 7
672, 1019, 97, 8
673, 1223, 41, 9
674, 397, 26, 9
675, 941, 49, 7
676, 1596, 91, 6
677, 791, 48, 5
678, 999, 81, 2
679, 406, 16, 1
680, 969, 81, 4
681, 227, 19, 2
682, 925, 6, 5
683, 1309, 62, 9
684, 1614, 98, 8
685, 1068, 41, 4
686, 1253, 89, 9
687, 1796, 76, 9
688, 706, 11, 10
689, 188, 14, 5
690, 730, 6, 5
691, 1895, 61, 9
692, 1850, 7, 5
693, 1694, 81, 4
694, 1166, 55, 7
695, 188, 53, 10
696, 664, 61, 6
697, 1203, 44, 8
698, 753, 12, 2
699, 40, 11, 4
700, 1340, 70, 4
701, 1288, 89, 9
702, 1472, 42, 2
703, 148, 61, 10
704, 1259, 0, 6
705, 1450, 53, 5
706, 1948, 58, 4
707, 694, 2, 1
708, 1904, 65, 8
709, 1862, 57, 5
710, 806, 62, 4
711, 438, 51, 7
712, 1123, 85, 1
713, 439, 98, 4
714, 700, 39, 7
715, 240, 14, 9
716, 532, 23, 7
717, 796, 14, 10
718, 1693, 11, 7
719, 1377, 77, 2
720, 339, 68, 10
721, 1599, 11, 5
722, 10, 22, 5
723, 437, 69, 6
724, 1126, 29, 1
725, 313, 53, 6
726, 362, 67, 7
727, 39, 8, 4
728, 158, 42, 6
729, 165, 58, 9
730, 721, 11, 2
731, 717, 17, 7
732, 1164, 2, 6
733, 1822, 14, 9
734, 213, 65, 10
735, 777, 79, 6
736, 1012, 2, 8
737, 1545, 58, 6
738, 1485, 99, 8
739, 1832, 76, 9
740, 1636, 78, 5
741, 641, 93, 1
742, 1283, 84, 6
743, 963, 8, 1
744, 187, 97, 8
745, 1017, 66, 4
746, 1147, 4, 4
747, 753, 74, 10
748, 1576, 84, 3
749, 1570, 65, 10
750, 1922, 73, 9
751, 1910, 66, 2
752, 1232, 0, 3
753, 1602, 77, 1
754, 247, 32, 8
755, 1218, 49, 6
756, 747, 68, 5
757, 1960, 83, 8
758, 1654, 93, 10
759, 1463, 39, 5
760, 151, 31, 10
761, 158, 20, 7
762, 1802, 96, 3
763, 972, 46, 1
764, 1627, 72, 7
765, 480, 74, 4
766, 709, 59, 5
767, 1403, 61, 3
768, 752, 61, 8
769, 1942, 69, 1
770, 1179, 98, 5
771, 564, 36, 3
772, 828, 38, 7
773, 602, 6, 10
774, 726, 45, 7
775, 1149, 66, 2
776, 1313, 37, 8
777, 210, 18, 10
778, 1006, 61, 8
779, 1487, 27, 4
780, 903, 84, 1
781, 1760, 48, 8
782, 1058, 91, 3
783, 300, 35, 4
784, 1235, 26, 10
785, 870, 64, 6
786, 1595, 7, 6
787, 1399, 7, 4
788, 235, 32, 6
789, 451, 96, 4
790, 1393, 62, 2
791, 1435, 78, 6
792, 680, 36, 8
793, 618, 76, 8
794, 815, 28, 7
795, 1480, 83, 8
796, 1200, 35, 10
797, 764, 62, 2
798, 1820, 96, 4
799, 1960, 69, 6
800, 1707, 26, 5
801, 841, 13, 1
802, 413, 4, 2
803, 1301, 73, 7
804, 13, 27, 5
805, 1146, 67, 5
806, 1164, 66, 2
807, 617, 72, 10
808, 1194, 17, 2
809, 1985, 67, 1
810, 1943, 95, 1
811, 1236, 29, 3
812, 177, 61, 1
813, 236, 96, 1
814, 987, 93, 8
815, 1858, 23, 3
816, 1557, 56, 1
817, 1135, 84, 6
818, 645, 27, 8
819, 554, 17, 8
820, 673, 29, 10
821, 1272, 65, 1
822, 921, 55, 3
823, 1402, 95, 7
824, 1863, 77, 7
825, 1672, 49, 2
826, 749, 86, 2
827, 1000, 24, 7
828, 1711, 58, 7
829, 816, 20, 1
830, 1217, 19, 10
831, 1741, 46, 4
832, 1946, 49, 2
833, 739, 99, 1
834, 511, 48, 7
835, 936, 12, 10
836, 1803, 92, 1
837, 1099, 96, 10
838, 1357, 47, 5
839, 1476, 64, 9
840, 29, 69, 8
841, 1056, 16, 3
842, 1887, 30, 3
843, 300, 10, 10
844, 244, 3, 9
845, 784, 2, 3
846, 1494, 13, 10
847, 966, 30, 7
848, 1650, 82, 9
849, 305, 46, 8
850, 65, 71, 4
851, 1135, 45, 2
852, 470, 8, 1
853, 86, 26, 10
854, 1785, 11, 6
855, 714, 7, 3
856, 1441, 51, 9
857, 1635, 23, 10
858, 995, 10, 4
859, 1724, 55, 10
860, 274, 3, 8
861, 1662, 57, 1
862, 6, 32, 7
863, 1191, 27, 5
864, 817, 92, 7
865, 1605, 55, 7
866, 1169, 53, 7
867, 1273, 70, 3
868, 1635, 51, 5
869, 944, 88, 6
870, 463, 0, 1
871, 1696, 43, 4
872, 1525, 70, 10
873, 1651, 46, 4
874, 864, 19, 6
875, 1844, 77, 2
876, 1495, 60, 6
877, 702, 96, 3
878, 949, 77, 9
879, 63, 59, 2
880, 1117, 51, 3
881, 818, 70, 5
882, 1245, 73, 6
883, 1015, 45, 10
884, 1613, 36, 8
885, 1726, 16, 7
886, 865, 18, 6
887, 1437, 31, 5
888, 1443, 29, 2
889, 124, 67, 7
890, 952, 16, 2
891, 830, 39, 5
892, 75, 62, 8
893, 80, 66, 5
894, 401, 39, 4
895, 1276, 71, 4
896, 1305, 35, 5
897, 140, 64, 7
898, 2, 79, 8
899, 1742, 53, 8
900, 1093, 52, 10
901, 1081, 65, 5
902, 829, 28, 2
903, 1525, 17, 10
904, 765, 49, 2
905, 215, 28, 5
906, 510, 9, 1
907, 1558, 8, 5
908, 1090, 93, 10
909, 568, 20, 1
910, 310, 55, 9
911, 1140, 73, 5
912, 1710, 55, 3
913, 563, 54, 10
914, 1936, 23, 6
915, 709, 39, 9
916, 537, 7, 1
917, 761, 64, 1
918, 1959, 5, 5
919, 1065, 76, 7
920, 1446, 37, 5
921, 745, 76, 8
922, 390, 87, 10
923, 1211, 0, 9
924, 1529, 19, 1
925, 1597, 25, 4
926, 1638, 12, 5
927, 1646, 42, 8
928, 956, 71, 5
929, 68, 45, 10
930, 605, 74, 8
931, 23, 58, 9
932, 443, 17, 2
933, 418, 70, 2
934, 1214, 53, 2
935, 826, 74, 2
936, 482, 8, 8
937, 1712, 95, 6
938, 725, 15, 10
939, 1235, 90, 9
940, 321, 86, 1
941, 252, 24, 5
942, 1973, 70, 1
943, 1709, 67, 3
944, 1050, 53, 4
945, 987, 66, 4
946, 989, 82, 6
947, 1765, 48, 2
948, 1881, 36, 8
949, 925, 31, 4
950, 556, 65, 3
951, 1416, 58, 1
952, 909, 69, 7
953, 662, 50, 3
954, 1297, 87, 4
955, 505, 5, 5
956, 1155, 27, 8
957, 772, 8, 6
958, 35, 19, 6
959, 69, 6, 3
960, 1838, 18, 5
961, 1469, 86, 4
962, 1247, 27, 6
963, 395, 95, 10
964, 1183, 49, 1
965, 1747, 39, 1
966, 1157, 49, 2
967, 1369, 40, 6
968, 1705, 99, 8
969, 897, 22, 7
970, 1556, 83, 1
971, 1785, 63, 4
972, 1257, 32, 8
973, 1676, 90, 1
974, 413, 50, 3
975, 1699, 10, 4
976, 1806, 22, 1
977, 1035, 89, 6
978, 576, 88, 4
979, 949, 52, 3
980, 212, 8, 1
981, 320, 96, 8
982, 1330, 99, 5
983, 380, 5, 10
984, 1465, 28, 9
985, 644, 91, 5
986, 690, 89, 4
987, 926, 74, 9
988, 946, 90, 3
989, 1174, 65, 6
990, 480, 84, 7
991, 166, 78, 3
992, 1814, 69, 6
993, 959, 70, 4
994, 299, 1, 6
995, 775, 10, 6
996, 922, 7, 10
997, 852, 96, 9
998, 186, 57, 1
999, 1662, 71, 10
1000, 1011, 53, 6
1001, 854, 22, 3
1002, 1289, 90, 3
1003, 1363, 89, 9
1004, 283, 78, 5
1005, 1891, 16, 4
1006, 1822, 0, 8
1007, 1968, 96, 1
1008, 195, 60, 4
1009, 1687, 52, 9
1010, 1137, 61, 9
1011, 624, 41, 10
1012, 452, 96, 3
1013, 932, 46, 9
1014, 744, 52, 5
1015, 801, 81, 9
1016, 83, 85, 2
1017, 1748, 31, 8
1018, 321, 86, 2
1019, 1544, 93, 1
1020, 232, 74, 8
1021, 692, 74, 9
1022, 1408, 51, 6
1023, 123, 31, 3
1024, 1536, 72, 3
1025, 1513, 35, 6
1026, 306, 29, 10
1027, 892, 99, 8
1028, 1830, 10, 7
1029, 869, 56, 4
1030, 387, 47, 9
1031, 1296, 2, 9
1032, 316, 94, 8
1033, 1513, 7, 3
1034, 1484, 51, 2
1035, 428, 35, 7
1036, 1412, 18, 4
1037, 189, 75, 6
1038, 971, 65, 1
1039, 434, 96, 10
1040, 1470, 56, 4
1041, 377, 75, 2
1042, 635, 99, 1
1043, 1101, 34, 4
1044, 498, 7, 6
1045, 275, 81, 4
1046, 1884, 32, 2
1047, 546, 9, 6
1048, 549, 99, 10
1049, 1609, 91, 7
1050, 1834, 23, 3
1051, 701, 25, 10
1052, 114, 80, 10
1053, 1313, 12, 5
1054, 25, 45, 10
1055, 209, 52, 4
1056, 634, 1, 3
1057, 695, 42, 3
1058, 1626, 53, 2
1059, 637, 66, 8
1060, 635, 25, 4
1061, 1004, 82, 2
1062, 225, 93, 7
1063, 1107, 94, 5
1064, 1466, 16, 2
1065, 487, 84, 5
1066, 190, 6, 8
1067, 905, 75, 4
1068, 1009, 74, 10
1069, 1268, 64, 8
1070, 79, 59, 5
1071, 1966, 2, 1
1072, 472, 91, 6
1073, 751, 80, 4
1074, 1998, 30, 4
1075, 1951, 9, 7
1076, 1389, 48, 6
1077, 683, 21, 1
1078, 643, 89, 1
1079, 1045, 15, 2
1080, 1842, 32, 9
1081, 1736, 82, 10
1082, 1367, 83, 9
1083, 86, 8, 6
1084, 1094, 38, 7
1085, 132, 28, 9
1086, 1056, 88, 1
1087, 135, 5, 8
1088, 1055, 8, 6
1089, 1517, 56, 3
1090, 1799, 35, 6
1091, 1250, 56, 6
1092, 1704, 86, 8
1093, 155, 37, 5
1094, 1060, 77, 6
1095, 965, 35, 5
1096, 627, 47, 2
1097, 1119, 41, 10
1098, 1354, 7, 7
1099, 278, 68, 8
1100, 508, 1, 5
1101, 1201, 10, 7
1102, 15, 96, 6
1103, 301, 83, 2
1104, 1349, 37, 1
1105, 622, 92, 10
1106, 1914, 2, 8
1107, 1625, 26, 1
1108, 1529, 14, 6
1109, 1278, 81, 9
1110, 1085, 16, 6
1111, 40, 47, 1
1112, 614, 42, 4
1113, 49, 51, 8
1114, 1540, 39, 6
1115, 926, 13, 3
1116, 662, 0, 3
1117, 319, 38, 7
1118, 610, 53, 10
1119, 469, 77, 9
1120, 340, 64, 6
1121, 654, 11, 1
1122, 1389, 40, 2
1123, 896, 37, 1
1124, 229, 92, 3
1125, 1092, 96, 3
1126, 405, 91, 9
1127, 1673, 6, 4
1128, 1600, 73, 2
1129, 1195, 80, 10
1130, 1109, 44, 3
1131, 1331, 3, 1
1132, 519, 5, 1
1133, 1819, 97, 1
1134, 1644, 91, 3
1135, 436, 29, 9
1136, 707, 51, 5
1137, 1308, 86, 9
1138, 1496, 67, 1
1139, 1106, 35, 7
1140, 700, 23, 6
1141, 1091, 19, 4
1142, 1711, 45, 4
1143, 1325, 72, 7
1144, 1896, 71, 9
1145, 312, 91, 6
1146, 1817, 29, 2
1147, 1020, 99, 4
1148, 871, 36, 8
1149, 1621, 55, 1
1150, 1523, 19, 4
1151, 668, 38, 8
1152, 312, 65, 3
1153, 335, 65, 2
1154, 1869, 98, 10
1155, 1326, 63, 10
1156, 1541, 80, 3
1157, 1549, 17, 6
1158, 697, 78, 9
1159, 855, 50, 10
1160, 1640, 3, 4
1161, 894, 94, 2
1162, 62, 70, 6
1163, 133, 66, 4
1164, 1472, 57, 8
1165, 902, 60, 7
1166, 945, 64, 10
1167, 1612, 11, 10
1168, 1590, 53, 5
1169, 1208, 23, 3
1170, 1361, 87, 4
1171, 1282, 91, 8
1172, 775, 42, 8
1173, 465, 4, 6
1174, 1596, 6, 6
1175, 812, 33, 4
1176, 126, 1, 4
1177, 202, 25, 5
1178, 211, 19, 7
1179, 162, 96, 2
1180, 1241, 91, 4
1181, 1794, 75, 7
1182, 26, 60, 1
1183, 1187, 40, 2
1184, 1789, 23, 6
1185, 211, 15, 9
1186, 534, 51, 3
1187, 52, 99, 1
1188, 555, 17, 5
1189, 435, 26, 6
1190, 609, 3, 3
1191, 1040, 73, 6
1192, 975, 66, 1
1193, 1709, 9, 9
1194, 154, 89, 6
1195, 533, 7, 10
1196, 1487, 68, 1
1197, 226, 65, 8
